Community ID,flow0,flow1,flow2,flow3,flow4,flow5,flow6,flow7,flow8,flow9,flow10,flow11,flow12,flow13,flow14,flow15,flow16,flow17,flow18,flow19,flow20,flow21,flow22,flow23,flow24,flow25,flow26,flow27,flow28,flow29,flow30,flow31,flow32,flow33,flow34,flow35,flow36,flow37,flow38,flow39,flow40,flow41,flow42,flow43,flow44,flow45,flow46,flow47
0,0.1805,0.4663,0.7222,0.9566,1.2316,1.7667,2.7926,4.5266,6.2531,7.7285,9.1328,10.6276,11.9606,13.3481,14.748,16.1411,17.5909,19.2262,20.6552,22.0281,23.2128,24.1877,24.9139,25.2754,25.4689,25.7425,25.9887,26.2121,26.485,27.0458,28.096,29.7261,31.3757,32.844,34.2782,35.8027,37.1231,38.3915,39.71,41.1031,42.5136,44.0726,45.5799,47.1151,48.5465,49.6721,50.528,50.9584
1,0.8416,2.0241,3.0588,4.0799,5.2245,7.2788,11.0024,17.7833,25.1801,31.5512,37.2675,42.9461,48.0108,52.8484,57.6657,62.5602,67.8755,74.4069,80.5762,86.6229,92.297,97.1626,100.6115,102.185,103.0181,104.1577,105.2171,106.2197,107.3656,109.3528,113.2419,120.0119,127.4201,133.7611,139.5522,145.3251,150.4164,155.1285,159.9361,164.9538,170.2705,176.3963,182.5984,188.8398,195.1136,200.3673,204.2366,205.9964
2,0.468,1.1383,1.7674,2.3823,3.0732,4.223,6.1967,9.2695,12.5462,15.1477,17.2929,19.4076,21.336,23.2607,25.1098,27.0039,29.0412,31.6448,34.266,36.8588,39.4268,41.4168,42.8999,43.6572,44.1375,44.8369,45.4614,46.0851,46.7844,47.9407,49.9936,53.035,56.2965,58.7947,60.9327,63.0762,64.9673,66.785,68.609,70.4548,72.37,74.7777,77.3535,80.0546,82.7691,84.882,86.5598,87.397
3,0.2699,0.667,1.0366,1.3776,1.77,2.4366,3.5756,5.3307,7.0428,8.4316,9.6004,10.7461,11.7811,12.8072,13.8224,14.8412,15.9993,17.2698,18.4834,19.6869,20.8347,21.828,22.6334,23.0526,23.3106,23.7077,24.0678,24.4292,24.8261,25.4601,26.6325,28.3358,30.0835,31.534,32.7799,33.9682,35.0074,35.9995,36.9724,38.0083,39.1438,40.3979,41.64,42.9675,44.1941,45.2135,46.0611,46.5026
4,0.1432,0.3279,0.4981,0.674,0.8668,1.2275,1.8183,2.8084,3.8233,4.7158,5.5749,6.4616,7.2669,8.0769,8.8821,9.665,10.4736,11.3639,12.269,13.1744,13.9735,14.6302,15.1059,15.3316,15.4607,15.6376,15.7996,15.9616,16.1547,16.5194,17.1412,18.1021,19.1015,19.9869,20.8556,21.7544,22.5537,23.2841,24.0421,24.7925,25.5873,26.4457,27.3444,28.285,29.1476,29.8414,30.3562,30.6016
5,0.3876,0.9848,1.5076,2.0308,2.6614,3.8921,5.8552,8.6688,11.5214,14.0685,16.4091,18.706,20.851,22.9203,24.9855,27.0497,29.3785,32.1172,34.6812,37.1047,39.2075,40.9151,42.1984,42.8332,43.2118,43.7816,44.2963,44.8154,45.4431,46.6608,48.7199,51.5103,54.3643,56.9871,59.4117,61.7667,63.8982,65.8923,67.8916,70.0491,72.3345,74.944,77.5508,80.1233,82.3825,84.1832,85.56,86.2814
6,0.2772,0.6502,0.9947,1.3507,1.7492,2.4731,3.7405,5.904,8.2754,10.2889,12.1347,14.0181,15.8133,17.5638,19.3287,21.1241,23.0515,25.5354,27.9304,30.0036,31.8044,33.3766,34.435,34.9478,35.2174,35.5767,35.9109,36.248,36.6515,37.3755,38.7133,40.8586,43.219,45.2891,47.1612,49.1561,50.9524,52.651,54.3591,56.1596,58.0377,60.3342,62.5505,64.6388,66.5426,68.1703,69.3109,69.8648
7,0.3596,0.8623,1.326,1.7736,2.3143,3.3968,5.2148,8.1754,11.064,13.3403,15.3666,17.3049,19.1148,20.9194,22.6968,24.4705,26.395,28.7277,30.8623,32.9206,34.727,36.1778,37.2856,37.8584,38.2167,38.6735,39.1043,39.5294,40.0418,41.0732,42.9591,45.8819,48.7331,51.0025,53.0751,55.1299,56.955,58.7302,60.5391,62.404,64.4086,66.6459,68.8042,71.037,73.0136,74.5897,75.8763,76.4948
8,0.1788,0.4391,0.6854,0.9381,1.2223,1.6801,2.3856,3.4428,4.5117,5.4615,6.3348,7.2096,8.0039,8.8073,9.6249,10.4619,11.3495,12.3726,13.2865,14.1545,14.913,15.5343,16.0216,16.2782,16.4623,16.6828,16.9155,17.1385,17.4111,17.8546,18.5882,19.683,20.7784,21.7466,22.6524,23.5632,24.4,25.2544,26.0676,26.945,27.8554,28.8874,29.7835,30.6851,31.5069,32.1741,32.7164,33.02
9,0.6028,1.4627,2.1981,2.8964,3.6459,4.6874,6.4622,9.1965,12.3628,15.1427,17.2171,19.1288,21.0867,23.0457,24.9718,26.8827,28.8517,31.0868,33.5245,36.1826,38.7589,41.5965,43.6637,44.6612,45.2254,46.007,46.7059,47.3751,48.0548,49.0401,50.8317,53.5733,56.8234,59.6658,61.8148,63.84,65.7752,67.6648,69.4934,71.3799,73.3108,75.4133,77.8636,80.6008,83.3688,86.2778,88.7002,89.8178
10,2.9917,6.5477,9.5195,12.3559,15.3736,19.6874,26.862,39.1301,54.7554,68.5564,78.9805,88.1903,97.3325,105.8719,114.0884,122.3563,131.1736,141.4096,152.6215,163.8723,174.4187,184.04,192.2112,196.4144,199.144,203.3037,206.4131,209.3087,212.3365,216.5449,223.8417,235.7135,251.1026,264.7615,275.0452,284.4746,293.3505,301.636,309.816,318.2735,326.9101,336.6813,347.5763,359.3407,370.6542,380.8602,389.6084,394.049
11,1.9776,4.9246,7.5139,10.0544,12.7863,16.8481,23.324,34.0333,46.4011,55.7731,62.7666,69.4886,75.8956,81.9504,87.7561,93.5253,99.7531,107.5447,115.4434,123.535,131.2529,138.2543,144.23,147.4636,149.5111,152.4561,155.1157,157.6356,160.3617,164.3846,171.1196,181.7274,193.848,202.9533,210.0008,216.9921,223.3924,229.3322,235.0785,241.1333,247.5166,255.0679,262.7996,270.9008,278.8472,285.8998,291.9775,295.2504
12,2.1489,5.3638,8.2466,11.0997,14.1934,19.2986,27.9278,41.0112,55.4554,66.6757,75.2541,83.208,90.7367,98.0536,105.2441,112.3255,119.7112,128.2612,137.1097,146.4345,155.2678,163.0951,169.5971,173.1288,175.3665,178.7321,181.8161,184.7084,187.8118,192.9303,201.9284,214.8299,229.1987,240.2186,248.7218,256.8465,264.2028,271.4231,278.4238,285.6657,293.0506,301.3062,309.978,319.4432,328.7327,336.7621,343.7075,347.3948
13,0.1812,0.4688,0.7303,0.9888,1.3045,1.9133,2.8809,4.1783,5.4476,6.6456,7.7177,8.7863,9.6494,10.5021,11.4646,12.4262,13.4639,14.5985,15.6634,16.7488,17.6614,18.3684,18.9359,19.2142,19.4037,19.6941,19.9525,20.2259,20.5479,21.1419,22.092,23.3922,24.6426,25.7927,26.8598,27.9347,28.7978,29.6903,30.63,31.5928,32.5748,33.6477,34.7248,35.8449,36.8418,37.6133,38.2447,38.5744
14,0.7138,1.3698,1.9306,2.4503,3.0056,3.7999,5.1918,7.836,11.571,14.6193,16.5559,18.1384,19.6495,21.17,22.5947,23.9949,25.4714,27.1091,28.9478,31.2097,33.4218,35.393,37.0841,37.9108,38.4619,39.1535,39.7273,40.2459,40.7762,41.5831,43.0208,45.6659,49.3329,52.3402,54.2708,55.9013,57.4419,58.9721,60.4224,61.8563,63.2995,64.8933,66.6329,68.9506,71.3201,73.3813,75.2026,76.0984
15,0.0267,0.0545,0.085,0.1206,0.1694,0.2484,0.4385,0.6836,0.9132,1.1376,1.3334,1.5246,1.6894,1.8568,2.0309,2.2016,2.3773,2.5558,2.7234,2.8855,3.0424,3.1732,3.27,3.3184,3.3486,3.3842,3.4173,3.4498,3.4877,3.5672,3.7546,4.0287,4.2851,4.5191,4.7313,4.9461,5.1385,5.3272,5.5174,5.7175,5.9191,6.1475,6.3745,6.6452,6.8406,7.0035,7.1396,7.207
16,0.2948,0.7339,1.1411,1.5417,2.0219,2.8751,4.3334,6.7324,9.0758,11.1443,13.1404,15.1135,16.9607,18.7308,20.4988,22.2601,24.2039,26.4067,28.402,30.3435,32.0445,33.3901,34.3316,34.8178,35.1232,35.5463,35.9259,36.3005,36.7495,37.563,39.0388,41.4025,43.7027,45.743,47.6915,49.7682,51.6188,53.2702,54.9671,56.7648,58.681,60.8826,62.8937,64.9886,66.9293,68.4996,69.622,70.1724
17,0.5861,1.4089,2.1254,2.7999,3.5174,4.5833,6.5758,10.0242,14.2835,17.9202,20.5894,22.9366,25.1057,27.1689,29.2879,31.3217,33.4618,35.8194,38.2822,41.1001,43.7337,46.1526,48.1203,49.1296,49.7234,50.5519,51.2857,51.965,52.6352,53.6738,55.6648,59.0373,63.1813,66.7096,69.283,71.6455,73.7934,75.8575,77.877,79.9289,82.0062,84.2577,86.7259,89.7173,92.6274,95.254,97.4425,98.5646
18,0.8363,1.7841,2.6015,3.4081,4.3292,5.8379,8.3995,12.4716,17.1128,20.536,22.8383,24.7906,26.6074,28.4429,30.2203,31.9876,33.8539,35.9475,38.1535,40.6497,43.213,45.5827,47.6036,48.7104,49.4338,50.6057,51.5021,52.3436,53.2175,54.7199,57.4171,61.4708,66.0532,69.4735,71.8095,73.8402,75.6827,77.4572,79.1816,80.9821,82.7772,84.7744,86.9241,89.4744,92.1429,94.5953,96.7266,97.8634
19,0.0509,0.1241,0.2049,0.2809,0.3749,0.5748,0.894,1.3356,1.7207,2.079,2.4361,2.8061,3.1445,3.4812,3.8233,4.1508,4.4905,4.8849,5.2313,5.557,5.8385,6.0465,6.1934,6.2678,6.3121,6.39,6.4676,6.5488,6.6444,6.8349,7.1708,7.6405,8.0319,8.4074,8.7769,9.1668,9.5084,9.818,10.1402,10.4741,10.8018,11.1892,11.5465,11.9217,12.2692,12.5238,12.7152,12.8122
20,1.0654,2.5122,3.7043,4.744,5.814,7.3802,10.5161,16.483,24.2587,31.4939,37.7714,43.8261,49.7746,55.7076,61.6051,67.5275,73.8257,81.111,89.2428,96.9935,103.4013,108.7219,112.9243,114.8578,115.9135,117.2958,118.5278,119.5454,120.5411,122.0661,125.3348,131.2281,138.8926,145.98,152.2053,158.3327,164.1182,169.866,175.4996,181.3632,187.4036,194.4125,202.4265,210.4269,217.2899,222.9545,227.5753,229.7296
21,0.2779,0.6807,1.0397,1.3702,1.8326,2.7772,4.4453,6.7155,9.1915,11.1885,12.8646,14.4652,15.8698,17.29,18.7271,20.2113,21.8038,23.508,25.3974,27.4028,29.1482,30.5524,31.605,32.128,32.4078,32.8132,33.178,33.5258,33.9861,34.9494,36.7365,39.037,41.5288,43.5871,45.2666,46.8977,48.2487,49.6357,51.0672,52.553,54.0873,55.7816,57.6476,59.7621,61.5822,63.0461,64.1727,64.7168
22,0.7781,1.8151,2.6317,3.3643,4.1194,5.1952,7.4836,12.1467,18.1853,23.751,28.4874,33.0458,37.6832,42.4195,47.0506,51.6125,56.4085,62.0913,68.5421,75.0045,80.7082,85.7695,89.7038,91.3576,92.1421,93.1144,93.9729,94.6995,95.4376,96.4793,98.8219,103.3711,109.3611,114.8897,119.6709,124.2917,128.8016,133.4882,138.0405,142.5181,147.1517,152.568,158.948,165.5456,171.6304,177.0445,181.502,183.3862
23,0.5276,1.2903,1.9176,2.4829,3.0029,3.6631,4.7866,6.9663,9.9302,13.0258,16.0332,19.1905,22.3547,25.63,28.8514,32.0465,35.4316,39.3734,43.359,47.0442,50.1917,52.9198,55.0171,56.0406,56.5914,57.3256,58.0171,58.6181,59.1656,59.8209,60.9839,63.1476,66.1049,69.1787,72.1536,75.3888,78.535,81.6994,84.8747,88.0513,91.2523,94.9419,98.8268,102.575,105.9758,108.9283,111.4047,112.5978
24,0.2281,0.541,0.8046,1.05,1.3203,1.7416,2.5795,4.3505,6.5488,8.4273,10.0295,11.5348,13.0965,14.5494,15.9714,17.4033,18.9939,20.9026,22.7892,24.5566,26.0819,27.3422,28.3008,28.7508,28.9831,29.2934,29.568,29.8215,30.0923,30.5052,31.3867,33.1501,35.3046,37.145,38.7081,40.2995,41.8322,43.2567,44.6521,46.1283,47.6812,49.5092,51.3993,53.2319,54.8257,56.1371,57.1759,57.6666
25,1.5815,3.9902,6.5511,9.0187,11.5523,15.2982,20.8775,27.152,33.2979,38.7473,43.6296,48.378,53.0464,57.6598,62.3837,66.9915,71.7868,77.1085,82.4002,87.9515,93.3212,98.1254,102.0649,104.2024,105.7613,108.1105,110.5919,112.8565,115.2502,118.8259,124.4116,130.5684,136.5147,141.8771,146.7032,151.4835,155.9758,160.5377,165.0954,169.8574,174.7517,180.006,185.2086,190.7883,196.3342,201.1293,205.2311,207.4834
26,0.8887,2.0423,2.973,3.8184,4.6696,5.9492,8.5947,13.4096,19.8864,26.0666,31.566,36.9297,42.2689,47.2259,52.1077,56.9866,62.1347,68.3033,76.0254,83.2014,88.7663,93.264,96.704,98.328,99.2246,100.3368,101.2745,102.0774,102.9059,104.1794,106.8703,111.5669,117.9302,124.0486,129.3748,134.6662,139.7925,144.5732,149.3308,154.153,159.0735,164.9188,172.4724,180.0327,185.9768,190.5361,194.2485,196.0216
27,0.162,0.3592,0.5148,0.6567,0.8163,1.1376,1.8816,3.1181,4.586,5.7115,6.5258,7.2225,7.8776,8.5171,9.1776,9.8398,10.5094,11.3064,12.1292,13.0669,13.9142,14.6398,15.2111,15.4804,15.6344,15.8202,15.9713,16.1181,16.2737,16.5829,17.3289,18.5467,19.9694,21.0355,21.8199,22.5238,23.1515,23.7983,24.4196,25.0348,25.7015,26.4328,27.1787,28.0928,28.9953,29.7532,30.3496,30.6532
28,0.6053,1.3762,1.9754,2.5069,3.0641,4.0484,6.1673,10.2015,15.4555,19.9828,23.3428,26.3515,29.2801,32.2868,35.1163,37.9174,40.8218,44.2755,48.3111,52.7468,56.8176,60.3957,63.1347,64.36,64.9793,65.7067,66.3006,66.8166,67.3521,68.2865,70.4917,74.4823,79.6532,84.0364,87.4061,90.4529,93.3471,96.2456,99.0411,101.8315,104.724,108.0209,111.9021,116.5059,120.9556,124.7514,127.8628,129.1986
29,0.4022,0.9193,1.3708,1.7684,2.1915,2.8261,4.1519,6.872,10.329,13.364,15.9858,18.4997,21.0976,23.5915,25.9703,28.2935,30.7768,33.7257,36.8477,39.9376,42.4604,44.5704,46.1396,46.9022,47.3219,47.892,48.3514,48.7639,49.2058,49.8566,51.3369,54.1262,57.6332,60.7413,63.3753,65.983,68.5441,71.0391,73.42,75.7925,78.2263,81.0692,84.2434,87.4324,90.1472,92.3393,94.0314,94.8658
30,0.9306,2.1791,3.2103,4.1546,5.2373,7.0952,10.6588,16.1268,22.9575,29.3191,34.3949,39.464,44.9402,49.9134,54.6116,59.4078,64.4764,70.6667,77.911,85.0184,90.9329,96.1641,100.2236,102.052,103.0141,104.2776,105.3586,106.3251,107.4166,109.2781,112.9891,118.5477,125.4897,131.8647,137.0483,142.2877,147.63,152.4183,157.0894,161.9729,166.9336,172.8992,180.1193,187.6946,194.1857,199.3746,203.4977,205.3968
31,0.787,1.7611,2.541,3.2393,3.9842,5.2843,8.2071,14.0922,21.1166,27.4669,32.7401,37.832,42.8671,47.4465,51.9025,56.4075,61.2356,67.2535,74.0605,81.1265,87.3349,92.4845,96.0749,97.6346,98.4363,99.5018,100.2509,100.9107,101.6178,102.873,105.8462,111.546,118.433,124.5803,129.5114,134.6253,139.5309,143.9712,148.2681,152.7941,157.5894,163.4196,170.2025,177.62,184.4585,189.9556,193.9863,195.693
32,1.1938,2.7978,4.1528,5.3948,6.6877,8.9188,13.2228,19.9475,27.8922,35.0709,40.9065,46.2914,51.5067,56.8091,62.0169,67.1303,72.6048,78.8044,85.7568,92.8595,99.4731,105.4039,110.1545,112.3732,113.6111,115.2391,116.6791,117.9387,119.2654,121.4456,125.881,132.5102,140.4076,147.4224,153.2652,158.6885,163.7807,168.8794,173.9227,179.0811,184.3105,190.2434,197.203,204.7318,211.7079,217.8338,223.0189,225.4292
33,0.503,1.1242,1.6214,2.0348,2.4782,3.1826,4.6759,7.71,11.374,14.7299,17.5996,20.4644,23.3587,26.1578,28.7405,31.3779,34.2581,37.831,41.5163,44.9668,48.0136,50.6174,52.5607,53.4494,53.9258,54.7607,55.2754,55.7,56.1522,56.8617,58.4026,61.4281,65.0999,68.3885,71.2369,74.1281,76.9436,79.6247,82.1933,84.8739,87.6947,91.1711,94.95,98.7029,102.0907,104.841,106.9498,107.9558
34,0.4122,0.9349,1.3581,1.7499,2.1697,2.8946,4.6491,8.1828,12.588,16.5041,19.683,22.7125,25.4589,28.1293,30.8334,33.59,36.4836,39.852,43.084,46.1011,48.7592,50.9777,52.6124,53.3848,53.7976,54.2999,54.7279,55.1293,55.5387,56.2524,58.0915,61.6074,65.9445,69.8171,73.0993,76.1756,78.8379,81.4241,84.0344,86.7209,89.4964,92.6657,95.8296,98.8709,101.6613,103.9534,105.6927,106.516
35,0.8849,2.0222,2.8774,3.5864,4.3364,5.5814,8.235,13.7948,21.188,28.2806,34.057,39.8317,46.142,52.2273,57.792,63.3696,69.1651,76.1577,84.4296,93.1167,100.3636,106.557,111.1172,113.0726,114.0403,115.1922,116.1189,116.8546,117.6297,118.8601,121.6589,127.2395,134.5217,141.5228,147.2917,152.9529,158.9427,164.8733,170.3213,175.9314,181.7343,188.6199,196.9705,206.0999,214.0786,220.6297,225.7366,227.9626
36,0.7131,1.6503,2.4281,3.1506,3.9661,5.5408,8.9998,14.5272,20.4526,25.4565,29.5399,33.3045,36.5709,39.8796,43.1724,46.5237,50.0541,54.0536,58.0859,62.4467,66.5165,69.8538,72.4142,73.6692,74.3851,75.3136,76.1349,76.899,77.726,79.2605,82.7805,88.2482,94.0912,99.0163,103.0253,106.6624,109.8371,113.0618,116.1959,119.5186,122.9934,126.8939,130.9094,135.4576,139.759,143.2074,145.944,147.3304
37,0.3137,0.7136,1.0349,1.3259,1.6322,2.0771,2.9196,4.7266,7.5376,10.8418,14.3771,18.4572,22.9143,26.8799,30.729,34.4971,38.5619,44.0544,50.8152,56.3899,60.032,62.8074,64.6987,65.4236,65.7346,66.107,66.4185,66.6747,66.9525,67.3787,68.2954,70.2302,73.2078,76.4929,79.9953,84.0679,88.3565,92.2677,96.0623,99.8439,103.7899,109.0388,115.7401,121.6587,125.6077,128.5317,130.6217,131.428
38,0.5238,1.2087,1.8177,2.3844,3.0447,4.2637,6.5663,10.2857,14.7534,18.4496,21.3886,24.2102,26.8476,29.4926,32.1039,34.7745,37.5498,40.7021,44.2031,47.9175,51.0431,53.44,55.2513,56.1748,56.6967,57.3791,57.9682,58.5081,59.1196,60.2854,62.7214,66.3763,70.7933,74.485,77.4736,80.2732,82.8135,85.306,87.8109,90.4153,93.0481,96.0439,99.4406,103.1715,106.5746,109.111,111.0735,112.1018
39,0.2103,0.4757,0.6857,0.8741,1.0807,1.4424,2.2709,4.1876,6.9361,9.4821,11.4867,13.5025,15.6242,17.544,19.3087,21.0659,22.9495,25.465,28.257,30.7667,32.7988,34.4512,35.6003,36.0998,36.305,36.563,36.7937,36.9883,37.1858,37.5175,38.3891,40.3192,43.0284,45.4823,47.4972,49.5221,51.5927,53.4199,55.1555,56.8933,58.7114,61.1095,63.8816,66.4885,68.6234,70.3142,71.5872,72.1234
40,0.8161,1.8881,2.7496,3.5093,4.2714,5.5347,8.4428,14.4895,22.1968,29.3484,35.3134,41.1713,47.3085,53.2817,58.8232,64.3765,70.2415,77.4555,85.0297,92.3066,98.7794,104.3364,108.281,110.0232,110.9177,112.0168,112.9062,113.6511,114.3929,115.6149,118.5582,124.4655,132.0452,138.9325,144.7054,150.4985,156.4094,162.3222,167.7711,173.2871,179.107,186.0563,193.6121,201.3821,208.4247,214.2641,218.683,220.6636
41,0.6522,1.5378,2.2009,2.8034,3.4807,4.7105,7.2691,11.8632,17.367,22.0987,25.7558,29.0561,32.0818,35.0825,38.0286,41.0631,44.2553,47.888,51.6769,55.8993,59.6582,62.8882,65.3763,66.587,67.2459,68.0935,68.7666,69.3378,69.9624,71.1081,73.7758,78.2522,83.5873,88.1289,91.79,95.1488,98.1684,101.0728,103.9824,107.002,110.0607,113.5354,117.4467,121.8655,125.9101,129.2923,131.9216,133.2622
42,0.372,0.8855,1.2528,1.5387,1.8945,2.5001,3.611,5.466,7.5227,9.3716,11.1365,12.9704,14.79,16.6664,18.5697,20.4597,22.5002,24.8921,26.8899,28.7687,30.5791,32.1672,33.3588,33.955,34.3274,34.7832,35.1317,35.4264,35.7818,36.4326,37.6245,39.463,41.4239,43.2389,45.1441,47.1657,48.9362,50.8581,52.8565,54.8541,56.8983,59.2859,61.3517,63.4746,65.4132,67.0664,68.3185,68.9522
43,0.4349,1.0371,1.5477,1.9903,2.511,3.3742,5.0091,7.8179,11.266,14.4906,17.359,20.0374,22.6429,25.1791,27.6583,30.1002,32.6881,35.8481,39.2712,42.8475,45.9311,48.3905,50.2112,51.0622,51.5419,52.149,52.6858,53.1573,53.6663,54.4979,56.2142,58.987,62.3628,65.5039,68.2393,70.9537,73.4733,75.9667,78.3792,80.7836,83.3081,86.3058,89.7811,93.5212,96.8935,99.4988,101.5396,102.5102
44,0.5233,1.1976,1.7623,2.2929,2.84,3.6964,5.4381,9.3593,14.6808,19.6881,23.6681,27.7781,31.9053,35.7421,39.3862,43.1374,47.1963,52.5681,58.1039,63.018,67.0744,70.4084,72.9221,74.003,74.5655,75.2487,75.8329,76.3375,76.8925,77.6968,79.5073,83.2699,88.3808,93.1597,97.1431,101.2473,105.2811,109.1183,112.6903,116.3636,120.2833,125.4965,131.1236,136.2805,140.5506,144.0127,146.692,147.871
45,0.2553,0.6138,0.9103,1.1409,1.3746,1.6921,2.2855,3.4835,5.1128,6.7915,8.3561,10.0561,11.8742,13.5956,15.2245,16.7719,18.4703,20.4804,22.7745,24.846,26.4305,27.7243,28.6495,29.0744,29.3206,29.6406,29.9256,30.1571,30.375,30.6698,31.26,32.4371,34.0169,35.6948,37.27,38.9903,40.6945,42.2692,43.7556,45.2471,46.8188,48.6759,50.8562,53.0069,54.6642,56.0353,57.0868,57.6344
46,0.4654,1.0505,1.5183,1.8785,2.245,2.7753,3.7274,5.6516,8.5596,11.9095,15.4507,19.587,24.434,29.1214,33.363,37.5529,42.0576,48.1731,56.0777,62.6299,67.2489,70.99,73.6242,74.6836,75.1399,75.6972,76.1561,76.4964,76.8494,77.3548,78.3265,80.2587,83.1371,86.4641,90.0518,94.2626,99.0387,103.6058,107.8513,112.056,116.3646,122.1358,129.8145,136.6706,141.5839,145.3408,148.2357,149.4184
47,0.3786,0.9296,1.403,1.8407,2.3577,3.418,5.5086,8.8869,12.683,15.9075,18.6324,21.0582,23.1674,25.3715,27.5949,29.8639,32.2642,35.0631,38.0208,40.6415,42.7905,44.4516,45.7242,46.3668,46.7531,47.282,47.728,48.1622,48.6679,49.7158,51.8518,55.2249,59.0455,62.1686,64.7932,67.2482,69.3516,71.5724,73.788,76.0828,78.4187,81.1879,84.2349,87.121,89.5317,91.3627,92.7965,93.5344
48,0.6146,1.4267,2.1239,2.7674,3.5338,4.9673,7.9183,12.6682,18.1971,23.0513,27.3382,31.4865,35.2777,39.0521,42.8299,46.6783,50.7513,55.2742,59.9677,64.7519,68.6579,71.7066,74.069,75.2274,75.8269,76.5932,77.2623,77.8771,78.5905,79.9896,83.034,87.7691,93.2195,97.9606,102.2591,106.4034,110.1209,113.7605,117.4445,121.3289,125.265,129.6798,134.1742,139.0849,143.3737,146.7311,149.4016,150.6874
49,1.467,3.5548,5.4115,7.2784,9.416,13.111,19.5853,28.9428,39.7747,48.7333,56.0013,62.7432,69.2333,75.612,81.9785,88.286,95.0083,102.7012,110.8704,118.9971,126.1709,132.2717,137.1075,139.5152,140.9766,142.974,144.8716,146.6871,148.7643,152.3092,159.0537,168.3798,179.1835,188.0947,195.2909,202.1108,208.3502,214.5267,220.6003,226.7701,233.138,240.3571,248.2016,256.4344,264.0694,270.4227,275.4661,278.0346
50,0.1959,0.4547,0.6663,0.8572,1.0512,1.377,2.1094,3.7334,5.6842,7.4065,8.8558,10.3597,11.9621,13.3987,14.7635,16.1315,17.6596,19.5643,21.4164,23.063,24.5078,25.6699,26.4865,26.86,27.0297,27.2631,27.4696,27.6474,27.8358,28.1591,28.9227,30.4844,32.3886,34.0673,35.5097,37.0258,38.5944,39.9407,41.3095,42.6798,44.1241,45.9177,47.7654,49.445,50.9067,52.1351,53.0195,53.4404
51,0.6228,1.4234,2.0578,2.6527,3.2663,4.2823,6.3797,10.0549,14.5745,18.4933,21.6006,24.4019,27.1231,29.8045,32.3094,34.8292,37.5405,40.6726,44.227,47.9671,51.2393,53.9427,56.109,57.1844,57.7951,58.5928,59.26,59.8078,60.4247,61.4235,63.6212,67.2511,71.8024,75.6479,78.7768,81.7921,84.4677,87.0598,89.5123,92.0912,94.7959,97.823,101.3116,105.2484,108.7379,111.5698,113.8931,115.1202
52,0.5613,1.328,1.9375,2.4673,3.0189,3.9071,5.5819,8.4164,11.9981,15.9776,19.7594,23.8006,27.7038,31.2949,34.8524,38.4296,42.2907,47.1705,52.7949,57.8303,61.6747,64.6627,66.8744,67.9348,68.5023,69.2421,69.8716,70.3908,70.9421,71.812,73.5481,76.3023,79.8842,83.6822,87.2668,91.0456,94.7059,98.1112,101.4852,105.1037,108.9264,113.7739,119.3652,124.8118,128.976,132.174,134.5463,135.674
53,0.4467,1.037,1.508,1.9171,2.3643,3.0785,4.7899,8.3312,12.8892,16.8087,19.9223,22.7332,25.4186,28.1883,30.9026,33.5481,36.3345,39.5606,43.0016,46.4382,49.5635,52.2329,54.2747,55.1836,55.6623,56.2392,56.7241,57.1658,57.5985,58.3176,60.1106,63.6826,68.2317,72.244,75.4784,78.3594,81.0514,83.8137,86.4674,89.152,91.8542,94.9167,98.3495,101.9008,105.2693,108.0615,110.2567,111.3034
54,0.3662,0.8303,1.2155,1.5925,1.9986,2.6473,4.1225,7.3731,11.4646,15.0852,18.1221,21.2148,24.2726,27.1401,29.9891,32.8132,35.7771,39.5487,43.4001,46.7225,49.4332,51.6031,53.1395,53.849,54.2238,54.7142,55.1201,55.4908,55.8991,56.5359,58.0617,61.2915,65.2659,68.7964,71.8438,74.9259,77.9145,80.7187,83.527,86.425,89.3744,92.9104,96.729,100.2302,103.1967,105.514,107.246,108.0352
55,0.3443,0.7594,1.0585,1.3111,1.5789,2.0451,3.1749,5.5426,8.5087,11.3261,13.5827,15.6011,17.6992,19.8572,21.7826,23.6943,25.7295,28.1064,30.8564,33.7469,36.3758,38.7241,40.5236,41.2834,41.6162,41.9997,42.3014,42.5425,42.7802,43.2225,44.3821,46.6807,49.5212,52.2932,54.5401,56.6314,58.7041,60.8839,62.8173,64.8291,66.8181,69.0684,71.7336,74.7166,77.6352,80.0911,82.0247,82.8602
56,0.4662,1.0767,1.5959,2.0584,2.5558,3.3541,5.0153,8.3102,12.8542,17.153,20.5267,23.4563,26.2131,28.9751,31.6847,34.4106,37.1889,40.363,43.7339,47.2758,50.4075,52.994,54.9027,55.813,56.3429,56.9887,57.5415,58.0399,58.5469,59.3384,61.1099,64.4566,69.0927,73.3193,76.7036,79.7046,82.4306,85.0914,87.7083,90.3807,93.1314,96.1633,99.4701,103.0713,106.3962,109.0685,111.1525,112.174
57,1.304,2.9813,4.3788,5.6076,6.9254,9.077,13.6713,22.1759,32.7548,42.5271,50.4251,57.7241,65.2647,72.2217,78.906,85.5633,92.7291,101.4583,111.5047,121.5663,130.3015,138.0314,143.9207,146.6202,147.9431,149.5886,150.9327,152.1204,153.3947,155.4239,160.1456,168.5731,178.874,188.3717,196.1134,203.5983,210.9174,217.7336,224.2541,230.9272,238.0074,246.4029,256.4167,267.2118,276.9044,284.8602,291.2079,294.1184
